SuperWEB2(tm)

"Census 2022-Person-2Gv2"
"Scotland's Census 2022 - National Records of Scotland Table UV102a - Age (single year) by sex All people"
"Health Board Area 2019 by Age by Sex by Individuals"
"Counting: Individuals"

Filters:
"Summation Options","Individuals"

"Counting","Health Board Area 2019","Age","Sex","Count",
"Individuals","Borders","46","All people",1322
"Individuals","Borders","46","Female",740
"Individuals","Borders","46","Male",579
"Individuals","Borders","47","All people",1417
"Individuals","Borders","47","Female",779
"Individuals","Borders","47","Male",641
"Individuals","Borders","48","All people",1436
"Individuals","Borders","48","Female",754
"Individuals","Borders","48","Male",686
"Individuals","Borders","49","All people",1567
"Individuals","Borders","49","Female",842
"Individuals","Borders","49","Male",723
"Individuals","Borders","50","All people",1726
"Individuals","Borders","50","Female",911
"Individuals","Borders","50","Male",813
"Individuals","Borders","51","All people",1777
"Individuals","Borders","51","Female",942
"Individuals","Borders","51","Male",835
"Individuals","Borders","52","All people",1779
"Individuals","Borders","52","Female",924
"Individuals","Borders","52","Male",855
"Individuals","Borders","53","All people",1936
"Individuals","Borders","53","Female",1017
"Individuals","Borders","53","Male",919
"Individuals","Borders","54","All people",1867
"Individuals","Borders","54","Female",942
"Individuals","Borders","54","Male",926
"Individuals","Borders","55","All people",2003
"Individuals","Borders","55","Female",1073
"Individuals","Borders","55","Male",930
"Individuals","Borders","56","All people",1949
"Individuals","Borders","56","Female",1014
"Individuals","Borders","56","Male",936
"Individuals","Borders","57","All people",2069
"Individuals","Borders","57","Female",1047
"Individuals","Borders","57","Male",1022
"Individuals","Borders","58","All people",2002
"Individuals","Borders","58","Female",1047
"Individuals","Borders","58","Male",955
"Individuals","Borders","59","All people",1951
"Individuals","Borders","59","Female",955
"Individuals","Borders","59","Male",996
"Individuals","Borders","60","All people",1906
"Individuals","Borders","60","Female",967
"Individuals","Borders","60","Male",942
"Individuals","Borders","61","All people",1869
"Individuals","Borders","61","Female",962
"Individuals","Borders","61","Male",907
"Individuals","Borders","62","All people",1827
"Individuals","Borders","62","Female",925
"Individuals","Borders","62","Male",903
"Individuals","Borders","63","All people",1932
"Individuals","Borders","63","Female",977
"Individuals","Borders","63","Male",955
"Individuals","Borders","64","All people",1856
"Individuals","Borders","64","Female",994
"Individuals","Borders","64","Male",862
"Individuals","Borders","65","All people",1780
"Individuals","Borders","65","Female",914
"Individuals","Borders","65","Male",870
"Individuals","Borders","66","All people",1703
"Individuals","Borders","66","Female",872
"Individuals","Borders","66","Male",832
"Individuals","Borders","67","All people",1690
"Individuals","Borders","67","Female",827
"Individuals","Borders","67","Male",860
"Individuals","Borders","68","All people",1644
"Individuals","Borders","68","Female",840
"Individuals","Borders","68","Male",804
"Individuals","Borders","69","All people",1649
"Individuals","Borders","69","Female",828
"Individuals","Borders","69","Male",824
"Individuals","Borders","70","All people",1555
"Individuals","Borders","70","Female",809
"Individuals","Borders","70","Male",746
"Individuals","Borders","71","All people",1569
"Individuals","Borders","71","Female",780
"Individuals","Borders","71","Male",789
"Individuals","Borders","72","All people",1589
"Individuals","Borders","72","Female",835
"Individuals","Borders","72","Male",754
"Individuals","Borders","73","All people",1613
"Individuals","Borders","73","Female",812
"Individuals","Borders","73","Male",801
"Individuals","Borders","74","All people",1695
"Individuals","Borders","74","Female",843
"Individuals","Borders","74","Male",852
"Individuals","Borders","75","All people",1694
"Individuals","Borders","75","Female",906
"Individuals","Borders","75","Male",788
"Individuals","Borders","76","All people",1219
"Individuals","Borders","76","Female",617
"Individuals","Borders","76","Male",601
"Individuals","Borders","77","All people",1247
"Individuals","Borders","77","Female",637
"Individuals","Borders","77","Male",610
"Individuals","Borders","78","All people",1140
"Individuals","Borders","78","Female",626
"Individuals","Borders","78","Male",514
"Individuals","Borders","79","All people",1062
"Individuals","Borders","79","Female",540
"Individuals","Borders","79","Male",522
"Individuals","Borders","80","All people",938
"Individuals","Borders","80","Female",505
"Individuals","Borders","80","Male",429
"Individuals","Borders","81","All people",861
"Individuals","Borders","81","Female",492
"Individuals","Borders","81","Male",370
"Individuals","Borders","82","All people",871
"Individuals","Borders","82","Female",492
"Individuals","Borders","82","Male",379
"Individuals","Borders","83","All people",796
"Individuals","Borders","83","Female",439
"Individuals","Borders","83","Male",357
"Individuals","Borders","84","All people",649
"Individuals","Borders","84","Female",355
"Individuals","Borders","84","Male",291
"Individuals","Borders","85 and over","All people",3760
"Individuals","Borders","85 and over","Female",2272
"Individuals","Borders","85 and over","Male",1486
"Individuals","Dumfries and Galloway","All people","All people",145895
"Individuals","Dumfries and Galloway","All people","Female",75262
"Individuals","Dumfries and Galloway","All people","Male",70633
"Individuals","Dumfries and Galloway","Under 1","All people",1049
